chrom	start	end	width	strand	score	phyloP	rmsk	name	isBound	TF	chipseq.score	rownames
chr2	43902768	43902786	19	-	22.6749	3.56094736842105	False	CTCF	True	CTCF	304.128997802734	TFBS_3496
chr2	46444111	46444129	19	-	13.8701	3.24773684210526	False	CTCF	True	CTCF	232.97900390625	TFBS_3499
chr2	49313286	49313304	19	-	13.2694	2.39110526315789	False	CTCF	True	CTCF	388.164001464844	TFBS_3503
chr2	53122022	53122040	19	-	20.044	1.03373684210526	False	CTCF	True	CTCF	348.147003173828	TFBS_3519
chr2	54085640	54085658	19	-	16.1842	0.74521052631579	False	CTCF	True	CTCF	452.049011230469	TFBS_3523
chr2	58665651	58665669	19	-	14.2212	0.567473684210526	False	CTCF	True	CTCF	410.321014404297	TFBS_3538
chr2	59745660	59745678	19	-	21.0692	1.53689473684211	False	CTCF	True	CTCF	456.192993164062	TFBS_3544
chr2	59882370	59882388	19	-	10.7451	0.129105263157895	False	CTCF	True	CTCF	209.546997070312	TFBS_3545
chr2	60173363	60173381	19	-	15.2443	0.154842105263158	False	CTCF	True	CTCF	173.865005493164	TFBS_3548
chr2	60418287	60418305	19	-	18.5412	0.832105263157895	False	CTCF	True	CTCF	483.343994140625	TFBS_3550
chr2	60442084	60442102	19	-	17.3847	2.3268947368421	False	CTCF	True	CTCF	251.455993652344	TFBS_3551
chr2	61402459	61402477	19	-	11.6023	2.70026315789474	False	CTCF	True	CTCF	229.501998901367	TFBS_3553
chr2	61454641	61454659	19	-	13.198	2.99747368421053	False	CTCF	True	CTCF	507.684997558594	TFBS_3554
chr2	62627913	62627931	19	-	15.3687	1.80963157894737	False	CTCF	True	CTCF	184.078002929688	TFBS_3559
chr2	62654715	62654733	19	-	14.8316	1.37131578947368	False	CTCF	True	CTCF	186.496994018555	TFBS_3561
chr2	64854119	64854137	19	-	18.5348	2.13152631578947	False	CTCF	True	CTCF	375.548004150391	TFBS_3564
chr2	64905078	64905096	19	-	12.8226	3.07189473684211	False	CTCF	True	CTCF	90.4096984863281	TFBS_3566
chr2	64948978	64948996	19	-	13.7793	2.27526315789474	False	CTCF	True	CTCF	205.356002807617	TFBS_3568
chr2	65567578	65567596	19	-	20.7537	2.39305263157895	False	CTCF	True	CTCF	389.457000732422	TFBS_3574
chr2	65668447	65668465	19	-	10.5372	-0.261947368421053	False	CTCF	True	CTCF	243.410995483398	TFBS_3575
chr2	66410175	66410193	19	-	21.9614	2.36942105263158	False	CTCF	True	CTCF	276.117004394531	TFBS_3580
chr2	67477960	67477978	19	-	20.9986	1.75978947368421	False	CTCF	True	CTCF	253.843002319336	TFBS_3583
chr2	68468899	68468917	19	-	12.3932	1.48057894736842	False	CTCF	True	CTCF	71.2459030151367	TFBS_3587
chr2	69043638	69043656	19	-	14.5338	-0.218105263157895	False	CTCF	True	CTCF	333.178985595703	TFBS_3589
chr2	69205874	69205892	19	-	12.7476	-0.0045263157894736	False	CTCF	True	CTCF	72.0305023193359	TFBS_3592
chr2	69885626	69885644	19	-	10.0654	-0.0400526315789474	False	CTCF	True	CTCF	201.682998657227	TFBS_3597
chr2	70509076	70509094	19	-	13.4474	-0.288315789473684	False	CTCF	True	CTCF	191.251007080078	TFBS_3599
chr2	70538484	70538502	19	-	19.721	1.80510526315789	False	CTCF	True	CTCF	330.342987060547	TFBS_3601
chr2	70558324	70558342	19	-	22.1745	1.42373684210526	False	CTCF	True	CTCF	456.192993164062	TFBS_3602
chr2	70561195	70561213	19	-	22.1082	2.18873684210526	False	CTCF	True	CTCF	456.192993164062	TFBS_3603
chr2	70567529	70567547	19	-	10.8238	0.891736842105263	False	CTCF	True	CTCF	456.192993164062	TFBS_3604
chr2	70824581	70824599	19	-	14.3452	3.07731578947368	False	CTCF	True	CTCF	140.39599609375	TFBS_3609
chr2	71055503	71055521	19	-	10.0476	-0.0888421052631579	False	CTCF	True	CTCF	132.055999755859	TFBS_3611
chr2	71548022	71548040	19	-	23.4518	1.97489473684211	False	CTCF	True	CTCF	452.049011230469	TFBS_3613
chr2	71812895	71812913	19	-	19.7827	0.0237368421052632	False	CTCF	True	CTCF	462.480987548828	TFBS_3614
chr2	71838049	71838067	19	-	16.1621	1.76605263157895	False	CTCF	True	CTCF	309.47900390625	TFBS_3616
chr2	72035741	72035759	19	-	15.0007	0.0438421052631579	False	CTCF	True	CTCF	427.7080078125	TFBS_3618
chr2	72398430	72398448	19	-	14.8133	-0.275263157894737	False	CTCF	True	CTCF	497.252990722656	TFBS_3623
chr2	73066356	73066374	19	-	13.7151	2.81678947368421	False	CTCF	True	CTCF	207.559005737305	TFBS_3627
chr2	73278647	73278665	19	-	12.5513	2.31721052631579	False	CTCF	True	CTCF	469.434997558594	TFBS_3630
chr2	73281941	73281959	19	-	12.451	3.21636842105263	False	CTCF	True	CTCF	469.434997558594	TFBS_3631
chr2	73427467	73427485	19	-	18.1193	-0.0038421052631579	False	CTCF	True	CTCF	340.774993896484	TFBS_3634
chr2	74673174	74673192	19	-	10.9801	2.30294736842105	False	CTCF	True	CTCF	337.298004150391	TFBS_3643
chr2	74964535	74964553	19	-	19.5997	1.40863157894737	False	CTCF	True	CTCF	403.365997314453	TFBS_3645
chr2	75138087	75138105	19	-	13.5012	2.71415789473684	False	CTCF	True	CTCF	377.746002197266	TFBS_3647
chr2	75603321	75603339	19	-	13.8711	2.20805263157895	False	CTCF	True	CTCF	625.913024902344	TFBS_3655
chr2	75960465	75960483	19	-	15.391	-0.279894736842105	False	CTCF	True	CTCF	297.555999755859	TFBS_3660
chr2	75965238	75965256	19	-	11.3917	1.42547368421053	False	CTCF	True	CTCF	297.555999755859	TFBS_3661
chr2	76001585	76001603	19	-	22.2341	0.576157894736842	False	CTCF	True	CTCF	406.843994140625	TFBS_3662
chr2	76070815	76070833	19	-	17.2619	2.50236842105263	False	CTCF	True	CTCF	293.364990234375	TFBS_3663
chr2	76114954	76114972	19	-	15.1881	-0.275578947368421	False	CTCF	True	CTCF	455.526000976562	TFBS_3664
chr2	76969112	76969130	19	-	18.9258	-0.622578947368421	False	CTCF	True	CTCF	469.434997558594	TFBS_3669
chr2	77342100	77342118	19	-	15.5984	0.121421052631579	False	CTCF	True	CTCF	650.255004882812	TFBS_3672
chr2	77342185	77342203	19	-	19.7131	0.873473684210526	False	CTCF	True	CTCF	650.255004882812	TFBS_3673
chr2	79265824	79265842	19	-	19.4868	0.680842105263158	False	CTCF	True	CTCF	358.161987304688	TFBS_3684
chr2	79499479	79499497	19	-	14.2888	1.94273684210526	False	CTCF	True	CTCF	354.683990478516	TFBS_3685
chr2	79646542	79646560	19	-	20.7599	0.944578947368421	False	CTCF	True	CTCF	268.114013671875	TFBS_3686
chr2	80267033	80267051	19	-	14.0007	0.198210526315789	False	CTCF	True	CTCF	406.843994140625	TFBS_3690
chr2	83670191	83670209	19	-	16.8892	0.0765263157894737	False	CTCF	True	CTCF	184.401000976562	TFBS_3699
chr2	84758945	84758963	19	-	12.626	0.425421052631579	False	CTCF	True	CTCF	267.752014160156	TFBS_3703
chr2	84855962	84855980	19	-	19.1123	0.449052631578947	False	CTCF	True	CTCF	330.342987060547	TFBS_3706
chr2	84888851	84888869	19	-	19.8986	0.774421052631579	False	CTCF	True	CTCF	452.049011230469	TFBS_3708
chr2	85246664	85246682	19	-	16.4929	1.23636842105263	False	CTCF	True	CTCF	456.192993164062	TFBS_3711
chr2	91101581	91101599	19	-	17.9155	1.11936842105263	False	CTCF	True	CTCF	488.207000732422	TFBS_3717
chr2	91924233	91924251	19	-	12.4684	1.55789473684211	False	CTCF	True	CTCF	504.2080078125	TFBS_3721
chr2	91963742	91963760	19	-	21.3484	0.849842105263158	False	CTCF	True	CTCF	452.049011230469	TFBS_3724
chr2	91986279	91986297	19	-	11.8224	1.74889473684211	False	CTCF	True	CTCF	472.911987304688	TFBS_3725
chr2	92023499	92023517	19	-	10.9239	1.1131052631579	False	CTCF	True	CTCF	266.123992919922	TFBS_3726
chr2	92058616	92058634	19	-	22.0532	1.63773684210526	False	CTCF	True	CTCF	532.026000976562	TFBS_3727
chr2	92331029	92331047	19	-	15.9963	1.92184210526316	False	CTCF	True	CTCF	251.455993652344	TFBS_3729
chr2	92331620	92331638	19	-	10.0071	-0.223	False	CTCF	True	CTCF	251.455993652344	TFBS_3730
chr2	92486593	92486611	19	-	15.115	0.882	False	CTCF	True	CTCF	485.239013671875	TFBS_3733
chr2	93187418	93187436	19	-	11.8582	0.636947368421053	False	CTCF	True	CTCF	476.390014648438	TFBS_3741
chr2	93189025	93189043	19	-	10.7778	-0.227	False	CTCF	True	CTCF	476.390014648438	TFBS_3743
chr2	93477741	93477759	19	-	18.4703	0.606315789473684	False	CTCF	True	CTCF	417.276000976562	TFBS_3749
chr2	93537521	93537539	19	-	11.618	0.611263157894737	False	CTCF	True	CTCF	222.119003295898	TFBS_3751
chr2	93659196	93659214	19	-	12.3412	1.74173684210526	False	CTCF	True	CTCF	284.983001708984	TFBS_3753
chr2	93810110	93810128	19	-	16.4102	-0.127631578947368	False	CTCF	True	CTCF	486.148010253906	TFBS_3755
chr2	93822589	93822607	19	-	20.6351	0.984684210526316	False	CTCF	True	CTCF	525.072021484375	TFBS_3758
chr2	94059657	94059675	19	-	15.1435	1.64268421052632	False	CTCF	True	CTCF	257.026000976562	TFBS_3764
chr2	94245490	94245508	19	-	13.1732	1.22005263157895	False	CTCF	True	CTCF	389.457000732422	TFBS_3765
chr2	94438219	94438237	19	-	12.121	0.201263157894737	False	CTCF	True	CTCF	559.844970703125	TFBS_3767
chr2	96316730	96316748	19	-	18.4378	1.64178947368421	False	CTCF	True	CTCF	106.305000305176	TFBS_3768
chr2	101289364	101289382	19	-	14.3128	-0.265368421052632	False	CTCF	True	CTCF	281.661010742188	TFBS_3770
chr2	101543858	101543876	19	-	18.9148	-0.118105263157895	False	CTCF	True	CTCF	119.442001342773	TFBS_3773
chr2	101815737	101815755	19	-	14.4968	-0.747263157894737	False	CTCF	True	CTCF	379.024993896484	TFBS_3775
chr2	103063107	103063125	19	-	15.5676	1.341	False	CTCF	True	CTCF	155.065002441406	TFBS_3781
chr2	103347485	103347503	19	-	18.7649	1.01473684210526	False	CTCF	True	CTCF	417.276000976562	TFBS_3783
chr2	103424830	103424848	19	-	15.6897	1.09378947368421	False	CTCF	True	CTCF	333.821014404297	TFBS_3786
chr2	103982414	103982432	19	-	21.4053	1.723	False	CTCF	True	CTCF	508.214996337891	TFBS_3793
chr2	104002921	104002939	19	-	15.2009	0.178631578947368	False	CTCF	True	CTCF	406.843994140625	TFBS_3794
chr2	104123368	104123386	19	-	11.2688	0.0126315789473684	False	CTCF	True	CTCF	44.0186004638672	TFBS_3795
chr2	104585837	104585855	19	-	11.4671	1.71652631578947	False	CTCF	True	CTCF	333.178985595703	TFBS_3797
chr2	104849889	104849907	19	-	11.3047	-0.627210526315789	False	CTCF	True	CTCF	259.838012695312	TFBS_3799
chr2	105239002	105239020	19	-	19.2959	1.59694736842105	False	CTCF	True	CTCF	340.774993896484	TFBS_3803
chr2	105311604	105311622	19	-	18.5531	0.105947368421053	False	CTCF	True	CTCF	375.548004150391	TFBS_3804
chr2	105340174	105340192	19	-	15.4358	-0.364421052631579	False	CTCF	True	CTCF	166.910003662109	TFBS_3805
chr2	105667698	105667716	19	-	12.3929	-0.313421052631579	False	CTCF	True	CTCF	104.319000244141	TFBS_3807
chr2	109539659	109539677	19	-	20.4225	3.03663157894737	False	CTCF	True	CTCF	88.0373001098633	TFBS_3818
chr2	109695012	109695030	19	-	20.7293	1.37226315789474	False	CTCF	True	CTCF	518.117004394531	TFBS_3820
chr2	110565193	110565211	19	-	21.1262	0.997631578947368	False	CTCF	True	CTCF	328.139007568359	TFBS_3822
chr2	113302579	113302597	19	-	18.8067	1.40668421052632	False	CTCF	True	CTCF	226.024002075195	TFBS_3834
chr2	113648357	113648375	19	-	15.8185	1.07542105263158	False	CTCF	True	CTCF	285.138000488281	TFBS_3839
chr2	113807876	113807894	19	-	20.4714	1.29047368421053	False	CTCF	True	CTCF	354.683990478516	TFBS_3840
chr2	113824105	113824123	19	-	18.2107	0.603526315789474	False	CTCF	True	CTCF	399.889007568359	TFBS_3841
chr2	114175408	114175426	19	-	19.1099	-0.0070526315789473	False	CTCF	True	CTCF	352.148986816406	TFBS_3843
chr2	116838713	116838731	19	-	15.7213	2.16778947368421	False	CTCF	True	CTCF	312.957000732422	TFBS_3845
chr2	117475758	117475776	19	-	10.1244	-0.0952105263157895	False	CTCF	True	CTCF	239.932998657227	TFBS_3853
chr2	118430773	118430791	19	-	15.1083	-0.384263157894737	False	CTCF	True	CTCF	278.183990478516	TFBS_3859
chr2	118790639	118790657	19	-	10.3499	0.934947368421053	False	CTCF	True	CTCF	402.265014648438	TFBS_3863
chr2	118790848	118790866	19	-	12.2471	1.17915789473684	False	CTCF	True	CTCF	402.265014648438	TFBS_3864
chr2	118883571	118883589	19	-	13.3805	1.53321052631579	False	CTCF	True	CTCF	646.776977539062	TFBS_3865
chr2	118972824	118972842	19	-	11.3997	0.161947368421053	False	CTCF	True	CTCF	512.216979980469	TFBS_3866
chr2	118976454	118976472	19	-	12.2412	-0.594684210526316	False	CTCF	True	CTCF	512.216979980469	TFBS_3868
chr2	119019359	119019377	19	-	11.5447	1.45521052631579	False	CTCF	True	CTCF	198.205993652344	TFBS_3869
chr2	119189536	119189554	19	-	17.8789	1.38815789473684	False	CTCF	True	CTCF	476.390014648438	TFBS_3870
chr2	119270807	119270825	19	-	12.9667	0.435052631578947	False	CTCF	True	CTCF	253.550994873047	TFBS_3871
chr2	119288576	119288594	19	-	10.0681	0.101789473684211	False	CTCF	True	CTCF	681.549987792969	TFBS_3872
chr2	119547052	119547070	19	-	11.7128	0.567421052631579	False	CTCF	True	CTCF	776.328979492188	TFBS_3875
chr2	119547126	119547144	19	-	11.7128	0.371684210526316	False	CTCF	True	CTCF	776.328979492188	TFBS_3876
chr2	119669244	119669262	19	-	15.8109	3.09010526315789	False	CTCF	True	CTCF	319.911010742188	TFBS_3877
chr2	121102213	121102231	19	-	15.9958	0.931631578947368	False	CTCF	True	CTCF	326.865997314453	TFBS_3885
chr2	121290360	121290378	19	-	10.5462	1.86231578947368	False	CTCF	True	CTCF	111.059997558594	TFBS_3886
chr2	121355453	121355471	19	-	13.4569	0.631105263157895	False	CTCF	True	CTCF	427.7080078125	TFBS_3887
chr2	122467924	122467942	19	-	12.3772	0.090578947368421	False	CTCF	True	CTCF	399.889007568359	TFBS_3897
chr2	122629215	122629233	19	-	12.19	1.69831578947368	False	CTCF	True	CTCF	296.125	TFBS_3899
chr2	122753973	122753991	19	-	16.6875	1.262	False	CTCF	True	CTCF	396.411987304688	TFBS_3901
chr2	122753976	122753994	19	-	10.339	1.04026315789474	False	CTCF	True	CTCF	396.411987304688	TFBS_3902
chr2	124905218	124905236	19	-	15.0791	-0.194894736842105	False	CTCF	True	CTCF	160.067993164062	TFBS_3904
chr2	126363196	126363214	19	-	18.4689	1.15068421052632	False	CTCF	True	CTCF	376.158996582031	TFBS_3914
chr2	127205123	127205141	19	-	17.4892	0.690578947368421	False	CTCF	True	CTCF	448.190002441406	TFBS_3919
chr2	127376124	127376142	19	-	12.0125	-0.285421052631579	False	CTCF	True	CTCF	368.592987060547	TFBS_3922
chr2	127501348	127501366	19	-	20.0336	0.709157894736842	False	CTCF	True	CTCF	351.207000732422	TFBS_3926
chr2	127551292	127551310	19	-	19.2025	0.113578947368421	False	CTCF	True	CTCF	146.046005249023	TFBS_3927
chr2	127684157	127684175	19	-	10.7055	0.192684210526316	False	CTCF	True	CTCF	399.889007568359	TFBS_3929
chr2	128396123	128396141	19	-	14.4008	1.85273684210526	False	CTCF	True	CTCF	504.2080078125	TFBS_3931
chr2	129085139	129085157	19	-	21.6789	-0.216842105263158	False	CTCF	True	CTCF	281.661010742188	TFBS_3937
chr2	129174702	129174720	19	-	17.023	0.550947368421053	False	CTCF	True	CTCF	347.730010986328	TFBS_3938
chr2	129211455	129211473	19	-	10.8368	0.369842105263158	False	CTCF	True	CTCF	94.2959976196289	TFBS_3940
chr2	129258974	129258992	19	-	22.2818	0.851578947368421	False	CTCF	True	CTCF	456.192993164062	TFBS_3941
chr2	129408637	129408655	19	-	19.2791	0.131210526315789	False	CTCF	True	CTCF	420.752990722656	TFBS_3943
chr2	129675134	129675152	19	-	10.0712	0.872947368421053	False	CTCF	True	CTCF	535.504028320312	TFBS_3946
chr2	129873712	129873730	19	-	17.6532	1.02936842105263	False	CTCF	True	CTCF	445.093994140625	TFBS_3948
chr2	130362753	130362771	19	-	12.2977	0.0756842105263158	False	CTCF	True	CTCF	455.526000976562	TFBS_3950
chr2	130362811	130362829	19	-	15.1269	1.12673684210526	False	CTCF	True	CTCF	455.526000976562	TFBS_3951
chr2	131210114	131210132	19	-	20.6281	0.236157894736842	False	CTCF	True	CTCF	532.268981933594	TFBS_3956
chr2	131416683	131416701	19	-	12.5419	0.650421052631579	False	CTCF	True	CTCF	403.365997314453	TFBS_3958
chr2	131423370	131423388	19	-	19.6009	0.151263157894737	False	CTCF	True	CTCF	358.161987304688	TFBS_3959
chr2	131510217	131510235	19	-	14.9412	0.567315789473684	False	CTCF	True	CTCF	408.173004150391	TFBS_3960
chr2	131530206	131530224	19	-	19.3884	0.924315789473684	False	CTCF	True	CTCF	408.173004150391	TFBS_3961
chr2	131545550	131545568	19	-	10.5181	0.560052631578947	False	CTCF	True	CTCF	402.597991943359	TFBS_3962
chr2	131812943	131812961	19	-	13.5453	0.564210526315789	False	CTCF	True	CTCF	564.239013671875	TFBS_3964
chr2	131949963	131949981	19	-	18.1343	0.808473684210527	False	CTCF	True	CTCF	203.259994506836	TFBS_3966
chr2	131956221	131956239	19	-	11.7856	-0.127894736842105	False	CTCF	True	CTCF	203.259994506836	TFBS_3967
chr2	132701606	132701624	19	-	19.9258	0.511421052631579	False	CTCF	True	CTCF	392.934997558594	TFBS_3970
chr2	132906976	132906994	19	-	17.3255	0.956684210526316	False	CTCF	True	CTCF	389.785003662109	TFBS_3972
chr2	135957943	135957961	19	-	18.9196	1.19247368421053	False	CTCF	True	CTCF	480.203002929688	TFBS_3987
chr2	136139526	136139544	19	-	14.7287	0.990578947368421	False	CTCF	True	CTCF	148.063003540039	TFBS_3989
chr2	136596655	136596673	19	-	14.4164	1.28763157894737	False	CTCF	True	CTCF	309.47900390625	TFBS_3992
chr2	136720427	136720445	19	-	14.444	0.846315789473684	False	CTCF	True	CTCF	288.615997314453	TFBS_3994
chr2	136984144	136984162	19	-	17.2223	2.29347368421053	False	CTCF	True	CTCF	134.110000610352	TFBS_3997
chr2	137732622	137732640	19	-	14.2574	2.70231578947368	False	CTCF	True	CTCF	160.067993164062	TFBS_3999
chr2	139742605	139742623	19	-	12.0066	0.0716315789473684	False	CTCF	True	CTCF	78.0257034301758	TFBS_4005
chr2	140036020	140036038	19	-	10.5193	-0.0412631578947368	False	CTCF	True	CTCF	106.869003295898	TFBS_4007
chr2	141235308	141235326	19	-	16.6724	0.788210526315789	False	CTCF	True	CTCF	80.0338973999023	TFBS_4010
chr2	141999901	141999919	19	-	19.4106	-0.472736842105263	False	CTCF	True	CTCF	100.582000732422	TFBS_4011
chr2	142813232	142813250	19	-	21.4494	2.03657894736842	False	CTCF	True	CTCF	299.048004150391	TFBS_4013
chr2	143093934	143093952	19	-	12.223	1.13405263157895	False	CTCF	True	CTCF	264.111999511719	TFBS_4016
chr2	143723437	143723455	19	-	11.5997	0.136789473684211	False	CTCF	True	CTCF	184.296997070312	TFBS_4018
chr2	143945858	143945876	19	-	19.0729	0.692578947368421	False	CTCF	True	CTCF	292.123992919922	TFBS_4020
chr2	143945993	143946011	19	-	10.044	0.414368421052632	False	CTCF	True	CTCF	292.123992919922	TFBS_4021
chr2	144214678	144214696	19	-	13.0548	0.166105263157895	False	CTCF	True	CTCF	438.139007568359	TFBS_4024
chr2	145611007	145611025	19	-	16.2951	0.185631578947368	False	CTCF	True	CTCF	417.276000976562	TFBS_4029
chr2	145882591	145882609	19	-	14.7311	0.533	False	CTCF	True	CTCF	257.320007324219	TFBS_4032
chr2	146214808	146214826	19	-	10.072	-0.230894736842105	False	CTCF	True	CTCF	441.617004394531	TFBS_4034
chr2	146221737	146221755	19	-	12.0792	1.94147368421053	False	CTCF	True	CTCF	61.1344985961914	TFBS_4035
chr2	146291046	146291064	19	-	11.0086	2.23373684210526	False	CTCF	True	CTCF	50.2911987304688	TFBS_4036
chr2	146414844	146414862	19	-	14.8897	1.28842105263158	False	CTCF	True	CTCF	336.141998291016	TFBS_4038
chr2	146435317	146435335	19	-	14.5986	-0.409526315789474	False	CTCF	True	CTCF	111.174003601074	TFBS_4040
chr2	146612370	146612388	19	-	10.248	0.177947368421053	False	CTCF	True	CTCF	497.252990722656	TFBS_4042
chr2	146613105	146613123	19	-	17.8116	0.64421052631579	False	CTCF	True	CTCF	497.252990722656	TFBS_4043
chr2	147177875	147177893	19	-	13.0171	1.35894736842105	False	CTCF	True	CTCF	431.184997558594	TFBS_4045
chr2	147178293	147178311	19	-	12.8129	0.742473684210526	False	CTCF	True	CTCF	431.184997558594	TFBS_4046
chr2	147190967	147190985	19	-	12.2637	-0.090578947368421	False	CTCF	True	CTCF	121.705001831055	TFBS_4048
chr2	147256928	147256946	19	-	17.2289	0.465736842105263	False	CTCF	True	CTCF	483.343994140625	TFBS_4049
chr2	148048735	148048753	19	-	11.9653	-0.381736842105263	False	CTCF	True	CTCF	445.093994140625	TFBS_4057
chr2	148112117	148112135	19	-	17.0513	0.775263157894737	False	CTCF	True	CTCF	472.911987304688	TFBS_4059
chr2	148655157	148655175	19	-	10.7517	0.363052631578947	False	CTCF	True	CTCF	232.97900390625	TFBS_4061
chr2	148752487	148752505	19	-	19.9557	-0.273052631578947	False	CTCF	True	CTCF	316.433990478516	TFBS_4064
chr2	148902573	148902591	19	-	18.6123	0.347736842105263	False	CTCF	True	CTCF	504.2080078125	TFBS_4067
chr2	149720887	149720905	19	-	11.1855	0.207	False	CTCF	True	CTCF	201.438995361328	TFBS_4068
chr2	151994955	151994973	19	-	19.3138	0.247157894736842	False	CTCF	True	CTCF	486.821990966797	TFBS_4077
chr2	152105661	152105679	19	-	11.2824	-0.271894736842105	False	CTCF	True	CTCF	600.254028320312	TFBS_4079
chr2	152437686	152437704	19	-	17.365	0.154105263157895	False	CTCF	True	CTCF	497.252990722656	TFBS_4083
chr2	152766668	152766686	19	-	18.6782	0.199263157894737	False	CTCF	True	CTCF	490.299011230469	TFBS_4090
chr2	152830704	152830722	19	-	13.8122	2.04089473684211	False	CTCF	True	CTCF	493.776000976562	TFBS_4091
chr2	152831185	152831203	19	-	11.6997	0.665368421052631	False	CTCF	True	CTCF	493.776000976562	TFBS_4092
chr2	152831773	152831791	19	-	10.2662	0.638157894736842	False	CTCF	True	CTCF	493.776000976562	TFBS_4093
chr2	152933826	152933844	19	-	20.1341	0.879157894736842	False	CTCF	True	CTCF	476.390014648438	TFBS_4094
chr2	153015477	153015495	19	-	15.1742	0.650473684210526	False	CTCF	True	CTCF	584.247009277344	TFBS_4096
chr2	153414811	153414829	19	-	13.1998	-0.049578947368421	False	CTCF	True	CTCF	309.47900390625	TFBS_4103
chr2	153586721	153586739	19	-	19.3807	0.961842105263158	False	CTCF	True	CTCF	548.231994628906	TFBS_4105
chr2	153600539	153600557	19	-	14.391	0.358736842105263	False	CTCF	True	CTCF	358.161987304688	TFBS_4106
chr2	153660087	153660105	19	-	12.2685	-0.117842105263158	False	CTCF	True	CTCF	79.9777984619141	TFBS_4107
chr2	153694638	153694656	19	-	19.5107		False	CTCF	True	CTCF	540.22900390625	TFBS_4108
chr2	153694662	153694680	19	-	23.0621	0.0386315789473684	False	CTCF	True	CTCF	540.22900390625	TFBS_4109
chr2	153930163	153930181	19	-	10.6907	-0.256631578947368	False	CTCF	True	CTCF	368.592987060547	TFBS_4114
chr2	154039125	154039143	19	-	16.152	0.272105263157895	False	CTCF	True	CTCF	276.149993896484	TFBS_4118
chr2	154207203	154207221	19	-	11.4887	0.158894736842105	False	CTCF	True	CTCF	406.843994140625	TFBS_4120
chr2	154539912	154539930	19	-	17.3373	0.593052631578947	False	CTCF	True	CTCF	212.089996337891	TFBS_4123
chr2	154613283	154613301	19	-	18.5288	1.12652631578947	False	CTCF	True	CTCF	476.390014648438	TFBS_4124
chr2	154713134	154713152	19	-	10.2917	-0.125315789473684	False	CTCF	True	CTCF	431.184997558594	TFBS_4125
chr2	154818000	154818018	19	-	12.8252	0.158526315789474	False	CTCF	True	CTCF	188.591995239258	TFBS_4127
chr2	155385307	155385325	19	-	16.9455	0.777368421052632	False	CTCF	True	CTCF	472.234008789062	TFBS_4132
chr2	155692257	155692275	19	-	12.3151	0.880526315789474	False	CTCF	True	CTCF	408.173004150391	TFBS_4136
chr2	155946287	155946305	19	-	14.4483	1.75768421052632	False	CTCF	True	CTCF	479.867004394531	TFBS_4139
chr2	156515967	156515985	19	-	12.814	1.46942105263158	False	CTCF	True	CTCF	416.175994873047	TFBS_4144
chr2	156721090	156721108	19	-	11.3039	1.04484210526316	False	CTCF	True	CTCF	393.415985107422	TFBS_4147
chr2	156854582	156854600	19	-	15.6736	1.35994736842105	False	CTCF	True	CTCF	134.110000610352	TFBS_4148
chr2	156862963	156862981	19	-	13.0735	-0.307210526315789	False	CTCF	True	CTCF	392.934997558594	TFBS_4150
chr2	157095214	157095232	19	-	12.6135	0.976894736842105	False	CTCF	True	CTCF	438.139007568359	TFBS_4153
chr2	157457617	157457635	19	-	18.1959	0.982263157894737	False	CTCF	True	CTCF	560.236999511719	TFBS_4157
chr2	157915055	157915073	19	-	16.2906	0.74021052631579	False	CTCF	True	CTCF	257.320007324219	TFBS_4161
chr2	157990138	157990156	19	-	19.2002	2.33142105263158	False	CTCF	True	CTCF	232.098007202148	TFBS_4164
chr2	158340374	158340392	19	-	19.5924	-0.337631578947368	False	CTCF	True	CTCF	465.9580078125	TFBS_4171
chr2	158348099	158348117	19	-	17.2518	0.52078947368421	False	CTCF	True	CTCF	445.093994140625	TFBS_4172
chr2	158642053	158642071	19	-	21.35	0.183894736842105	False	CTCF	True	CTCF	465.9580078125	TFBS_4175
chr2	158653206	158653224	19	-	23.6768	0.937578947368421	False	CTCF	True	CTCF	476.390014648438	TFBS_4176
chr2	158667903	158667921	19	-	10.2048	0.965315789473684	False	CTCF	True	CTCF	123.633003234863	TFBS_4177
chr2	158864022	158864040	19	-	23.2337	1.39026315789474	False	CTCF	True	CTCF	545.935974121094	TFBS_4181
chr2	159164190	159164208	19	-	22.0577	-0.152	False	CTCF	True	CTCF	351.207000732422	TFBS_4185
chr2	160368048	160368066	19	-	13.8174	2.93973684210526	False	CTCF	True	CTCF	431.184997558594	TFBS_4186
chr2	160578886	160578904	19	-	19.3798	1.79231578947368	False	CTCF	True	CTCF	511.162994384766	TFBS_4188
chr2	160955528	160955546	19	-	19.6883	1.42931578947368	False	CTCF	True	CTCF	162.936004638672	TFBS_4191
chr2	162659186	162659204	19	-	17.0196	2.11773684210526	False	CTCF	True	CTCF	476.201995849609	TFBS_4193
chr2	162682863	162682881	19	-	13.4547	0.984736842105263	False	CTCF	True	CTCF	332.140991210938	TFBS_4194
chr2	163472690	163472708	19	-	15.7949	0.197736842105263	False	CTCF	True	CTCF	622.166015625	TFBS_4201
chr2	163472709	163472727	19	-	16.838	0.230631578947368	False	CTCF	True	CTCF	622.166015625	TFBS_4202
chr2	163480608	163480626	19	-	11.5535	0.486684210526316	False	CTCF	True	CTCF	356.22900390625	TFBS_4203
chr2	163599430	163599448	19	-	13.4213	0.449421052631579	False	CTCF	True	CTCF	306.002014160156	TFBS_4205
