TFBS_cluster	biological.state	Counts	Freqs
5824	TFBS_15319	Nucleosome.occupied	58	0.46031746031746
5825	TFBS_15325	Accessible	47	0.635135135135135
5826	TFBS_15325	Bound	11	0.148648648648649
5827	TFBS_15325	Nucleosome.occupied	16	0.216216216216216
5828	TFBS_15326	Accessible	261	0.457092819614711
5829	TFBS_15326	Bound	189	0.330998248686515
5830	TFBS_15326	Nucleosome.occupied	121	0.211908931698774
5831	TFBS_1533	Accessible	278	0.484320557491289
5832	TFBS_1533	Bound	179	0.31184668989547
5833	TFBS_1533	Nucleosome.occupied	117	0.20383275261324
5834	TFBS_15333	Accessible	86	0.41747572815534
5835	TFBS_15333	Bound	105	0.509708737864078
5836	TFBS_15333	Nucleosome.occupied	15	0.0728155339805825
5837	TFBS_15335	Accessible	24	0.233009708737864
5838	TFBS_15335	Bound	1	0.00970873786407767
5839	TFBS_15335	Nucleosome.occupied	78	0.757281553398058
5840	TFBS_15336	Accessible	51	0.293103448275862
5841	TFBS_15336	Bound	104	0.597701149425287
5842	TFBS_15336	Nucleosome.occupied	19	0.109195402298851
5843	TFBS_15344	Accessible	31	0.269565217391304
5844	TFBS_15344	Bound	4	0.0347826086956522
5845	TFBS_15344	Nucleosome.occupied	80	0.695652173913043
5846	TFBS_15350	Accessible	116	0.246808510638298
5847	TFBS_15350	Bound	314	0.668085106382979
5848	TFBS_15350	Nucleosome.occupied	40	0.0851063829787234
5849	TFBS_15352	Accessible	19	0.301587301587302
5850	TFBS_15352	Bound	37	0.587301587301587
5851	TFBS_15352	Nucleosome.occupied	7	0.111111111111111
5852	TFBS_15355	Accessible	16	0.10062893081761
5853	TFBS_15355	Bound	5	0.0314465408805031
5854	TFBS_15355	Nucleosome.occupied	138	0.867924528301887
5855	TFBS_15356	Accessible	21	0.12962962962963
5856	TFBS_15356	Bound	72	0.444444444444444
5857	TFBS_15356	Nucleosome.occupied	69	0.425925925925926
5858	TFBS_15358	Accessible	22	0.846153846153846
5859	TFBS_15358	Nucleosome.occupied	4	0.153846153846154
5860	TFBS_15359	Accessible	30	0.789473684210526
5861	TFBS_15359	Nucleosome.occupied	8	0.210526315789474
5862	TFBS_1536	Accessible	15	0.170454545454545
5863	TFBS_1536	Bound	61	0.693181818181818
5864	TFBS_1536	Nucleosome.occupied	12	0.136363636363636
5865	TFBS_15361	Accessible	45	0.2
5866	TFBS_15361	Bound	67	0.297777777777778
5867	TFBS_15361	Nucleosome.occupied	113	0.502222222222222
5868	TFBS_15362	Accessible	101	0.827868852459016
5869	TFBS_15362	Bound	9	0.0737704918032787
5870	TFBS_15362	Nucleosome.occupied	12	0.0983606557377049
5871	TFBS_15366	Accessible	12	0.153846153846154
5872	TFBS_15366	Bound	49	0.628205128205128
5873	TFBS_15366	Nucleosome.occupied	17	0.217948717948718
5874	TFBS_15368	Accessible	135	0.308219178082192
5875	TFBS_15368	Bound	218	0.497716894977169
5876	TFBS_15368	Nucleosome.occupied	85	0.194063926940639
5877	TFBS_15370	Accessible	125	0.534188034188034
5878	TFBS_15370	Bound	59	0.252136752136752
5879	TFBS_15370	Nucleosome.occupied	50	0.213675213675214
5880	TFBS_15371	Accessible	21	0.13125
5881	TFBS_15371	Bound	109	0.68125
5882	TFBS_15371	Nucleosome.occupied	30	0.1875
5883	TFBS_15374	Accessible	23	0.113861386138614
5884	TFBS_15374	Bound	6	0.0297029702970297
5885	TFBS_15374	Nucleosome.occupied	173	0.856435643564356
5886	TFBS_15378	Accessible	108	0.394160583941606
5887	TFBS_15378	Bound	145	0.529197080291971
5888	TFBS_15378	Nucleosome.occupied	21	0.0766423357664234
5889	TFBS_1538	Accessible	354	0.547140649149923
5890	TFBS_1538	Bound	186	0.287480680061824
5891	TFBS_1538	Nucleosome.occupied	107	0.165378670788253
5892	TFBS_15380	Accessible	99	0.424892703862661
5893	TFBS_15380	Bound	60	0.257510729613734
5894	TFBS_15380	Nucleosome.occupied	74	0.317596566523605
5895	TFBS_15381	Accessible	126	0.773006134969325
5896	TFBS_15381	Bound	13	0.0797546012269939
5897	TFBS_15381	Nucleosome.occupied	24	0.147239263803681
5898	TFBS_15383	Accessible	18	0.191489361702128
5899	TFBS_15383	Bound	64	0.680851063829787
5900	TFBS_15383	Nucleosome.occupied	12	0.127659574468085
5901	TFBS_15384	Accessible	90	0.391304347826087
5902	TFBS_15384	Bound	2	0.00869565217391304
5903	TFBS_15384	Nucleosome.occupied	138	0.6
5904	TFBS_15385	Accessible	91	0.421296296296296
5905	TFBS_15385	Bound	102	0.472222222222222
5906	TFBS_15385	Nucleosome.occupied	23	0.106481481481481
5907	TFBS_15391	Accessible	226	0.476793248945148
5908	TFBS_15391	Bound	134	0.282700421940928
5909	TFBS_15391	Nucleosome.occupied	114	0.240506329113924
5910	TFBS_15397	Accessible	26	0.0728291316526611
5911	TFBS_15397	Bound	108	0.302521008403361
5912	TFBS_15397	Nucleosome.occupied	223	0.624649859943978
5913	TFBS_15399	Accessible	199	0.386407766990291
5914	TFBS_15399	Bound	101	0.196116504854369
5915	TFBS_15399	Nucleosome.occupied	215	0.41747572815534
5916	TFBS_1540	Accessible	44	0.129411764705882
5917	TFBS_1540	Bound	190	0.558823529411765
5918	TFBS_1540	Nucleosome.occupied	106	0.311764705882353
5919	TFBS_15400	Accessible	36	0.423529411764706
5920	TFBS_15400	Bound	28	0.329411764705882
5921	TFBS_15400	Nucleosome.occupied	21	0.247058823529412
5922	TFBS_15405	Accessible	260	0.635696821515892
5923	TFBS_15405	Bound	13	0.0317848410757946
5924	TFBS_15405	Nucleosome.occupied	136	0.332518337408313
5925	TFBS_15409	Accessible	4	0.0224719101123595
5926	TFBS_15409	Bound	13	0.0730337078651685
5927	TFBS_15409	Nucleosome.occupied	161	0.904494382022472
5928	TFBS_1541	Accessible	127	0.289954337899543
5929	TFBS_1541	Bound	268	0.611872146118721
5930	TFBS_1541	Nucleosome.occupied	43	0.0981735159817352
5931	TFBS_15414	Accessible	76	0.225519287833828
5932	TFBS_15414	Bound	207	0.614243323442137
5933	TFBS_15414	Nucleosome.occupied	54	0.160237388724036
5934	TFBS_15419	Accessible	38	0.463414634146341
5935	TFBS_15419	Nucleosome.occupied	44	0.536585365853659
5936	TFBS_1542	Accessible	171	0.85929648241206
5937	TFBS_1542	Bound	12	0.0603015075376884
5938	TFBS_1542	Nucleosome.occupied	16	0.0804020100502513
5939	TFBS_15420	Accessible	54	0.253521126760563
5940	TFBS_15420	Bound	87	0.408450704225352
5941	TFBS_15420	Nucleosome.occupied	72	0.338028169014085
5942	TFBS_15422	Accessible	77	0.163829787234043
5943	TFBS_15422	Bound	297	0.631914893617021
5944	TFBS_15422	Nucleosome.occupied	96	0.204255319148936
5945	TFBS_15423	Accessible	22	0.173228346456693
5946	TFBS_15423	Bound	69	0.543307086614173
5947	TFBS_15423	Nucleosome.occupied	36	0.283464566929134
5948	TFBS_15427	Accessible	7	0.184210526315789
5949	TFBS_15427	Nucleosome.occupied	31	0.815789473684211
5950	TFBS_15429	Accessible	238	0.415357766143106
5951	TFBS_15429	Bound	89	0.155322862129145
5952	TFBS_15429	Nucleosome.occupied	246	0.429319371727749
5953	TFBS_15430	Accessible	34	0.300884955752212
5954	TFBS_15430	Bound	62	0.548672566371681
5955	TFBS_15430	Nucleosome.occupied	17	0.150442477876106
5956	TFBS_15437	Accessible	130	0.555555555555556
5957	TFBS_15437	Bound	72	0.307692307692308
5958	TFBS_15437	Nucleosome.occupied	32	0.136752136752137
5959	TFBS_15443	Accessible	65	0.670103092783505
5960	TFBS_15443	Bound	23	0.237113402061856
5961	TFBS_15443	Nucleosome.occupied	9	0.0927835051546392
5962	TFBS_15445	Accessible	18	0.0857142857142857
5963	TFBS_15445	Bound	4	0.019047619047619
5964	TFBS_15445	Nucleosome.occupied	188	0.895238095238095
5965	TFBS_15446	Accessible	24	0.150943396226415
5966	TFBS_15446	Bound	100	0.628930817610063
5967	TFBS_15446	Nucleosome.occupied	35	0.220125786163522
5968	TFBS_15448	Accessible	350	0.394588500563698
5969	TFBS_15448	Bound	27	0.0304396843291995
5970	TFBS_15448	Nucleosome.occupied	510	0.574971815107103
5971	TFBS_15449	Accessible	81	0.305660377358491
5972	TFBS_15449	Bound	158	0.59622641509434
5973	TFBS_15449	Nucleosome.occupied	26	0.0981132075471698
5974	TFBS_15460	Accessible	102	0.515151515151515
5975	TFBS_15460	Bound	48	0.242424242424242
5976	TFBS_15460	Nucleosome.occupied	48	0.242424242424242
5977	TFBS_15464	Accessible	47	0.22488038277512
5978	TFBS_15464	Bound	124	0.593301435406699
5979	TFBS_15464	Nucleosome.occupied	38	0.181818181818182
5980	TFBS_15465	Accessible	106	0.268354430379747
5981	TFBS_15465	Bound	230	0.582278481012658
5982	TFBS_15465	Nucleosome.occupied	59	0.149367088607595
5983	TFBS_15467	Accessible	63	0.191489361702128
5984	TFBS_15467	Bound	172	0.522796352583587
5985	TFBS_15467	Nucleosome.occupied	94	0.285714285714286
5986	TFBS_15468	Accessible	187	0.309602649006623
5987	TFBS_15468	Bound	312	0.516556291390728
5988	TFBS_15468	Nucleosome.occupied	105	0.173841059602649
5989	TFBS_15471	Accessible	21	0.162790697674419
5990	TFBS_15471	Nucleosome.occupied	108	0.837209302325581
5991	TFBS_15472	Accessible	14	0.102941176470588
5992	TFBS_15472	Bound	95	0.698529411764706
5993	TFBS_15472	Nucleosome.occupied	27	0.198529411764706
5994	TFBS_15473	Accessible	29	0.180124223602484
5995	TFBS_15473	Bound	107	0.664596273291925
5996	TFBS_15473	Nucleosome.occupied	25	0.15527950310559
5997	TFBS_15475	Accessible	98	0.348754448398576
5998	TFBS_15475	Bound	106	0.377224199288256
5999	TFBS_15475	Nucleosome.occupied	77	0.274021352313167
6000	TFBS_15477	Accessible	21	0.125748502994012
6001	TFBS_15477	Bound	94	0.562874251497006
6002	TFBS_15477	Nucleosome.occupied	52	0.311377245508982
6003	TFBS_15478	Accessible	110	0.738255033557047
6004	TFBS_15478	Bound	19	0.12751677852349
6005	TFBS_15478	Nucleosome.occupied	20	0.134228187919463
6006	TFBS_15479	Accessible	39	0.402061855670103
6007	TFBS_15479	Bound	51	0.525773195876289
6008	TFBS_15479	Nucleosome.occupied	7	0.0721649484536082
6009	TFBS_15480	Accessible	131	0.466192170818505
6010	TFBS_15480	Bound	115	0.409252669039146
6011	TFBS_15480	Nucleosome.occupied	35	0.124555160142349
6012	TFBS_15483	Accessible	74	0.870588235294118
6013	TFBS_15483	Bound	3	0.0352941176470588
6014	TFBS_15483	Nucleosome.occupied	8	0.0941176470588235
6015	TFBS_15484	Accessible	35	0.3125
6016	TFBS_15484	Bound	57	0.508928571428571
6017	TFBS_15484	Nucleosome.occupied	20	0.178571428571429
6018	TFBS_15486	Accessible	27	0.216
6019	TFBS_15486	Bound	85	0.68
6020	TFBS_15486	Nucleosome.occupied	13	0.104
6021	TFBS_15488	Accessible	14	0.297872340425532
6022	TFBS_15488	Bound	11	0.234042553191489
6023	TFBS_15488	Nucleosome.occupied	22	0.468085106382979
6024	TFBS_15494	Accessible	14	0.194444444444444
6025	TFBS_15494	Bound	52	0.722222222222222
6026	TFBS_15494	Nucleosome.occupied	6	0.0833333333333333
6027	TFBS_15495	Accessible	16	0.253968253968254
6028	TFBS_15495	Bound	25	0.396825396825397
6029	TFBS_15495	Nucleosome.occupied	22	0.349206349206349
6030	TFBS_15496	Accessible	77	0.30078125
6031	TFBS_15496	Bound	104	0.40625
6032	TFBS_15496	Nucleosome.occupied	75	0.29296875
6033	TFBS_15497	Accessible	148	0.550185873605948
6034	TFBS_15497	Bound	56	0.20817843866171
6035	TFBS_15497	Nucleosome.occupied	65	0.241635687732342
6036	TFBS_15500	Accessible	36	0.28125
6037	TFBS_15500	Nucleosome.occupied	92	0.71875
6038	TFBS_15504	Accessible	107	0.207766990291262
6039	TFBS_15504	Bound	251	0.487378640776699
6040	TFBS_15504	Nucleosome.occupied	157	0.304854368932039
6041	TFBS_15507	Accessible	74	0.5
6042	TFBS_15507	Bound	11	0.0743243243243243
6043	TFBS_15507	Nucleosome.occupied	63	0.425675675675676
6044	TFBS_15508	Accessible	148	0.428985507246377
6045	TFBS_15508	Bound	139	0.402898550724638
6046	TFBS_15508	Nucleosome.occupied	58	0.168115942028985
6047	TFBS_15509	Accessible	11	0.130952380952381
6048	TFBS_15509	Bound	44	0.523809523809524
6049	TFBS_15509	Nucleosome.occupied	29	0.345238095238095
6050	TFBS_15518	Accessible	9	0.191489361702128
6051	TFBS_15518	Bound	13	0.276595744680851
6052	TFBS_15518	Nucleosome.occupied	25	0.531914893617021
6053	TFBS_15519	Accessible	68	0.334975369458128
6054	TFBS_15519	Bound	18	0.0886699507389163
6055	TFBS_15519	Nucleosome.occupied	117	0.576354679802956
6056	TFBS_15520	Accessible	64	0.566371681415929
6057	TFBS_15520	Bound	2	0.0176991150442478
6058	TFBS_15520	Nucleosome.occupied	47	0.415929203539823
6059	TFBS_15523	Accessible	9	0.104651162790698
6060	TFBS_15523	Bound	72	0.837209302325581
6061	TFBS_15523	Nucleosome.occupied	5	0.0581395348837209
6062	TFBS_15524	Accessible	43	0.5375
6063	TFBS_15524	Bound	19	0.2375
6064	TFBS_15524	Nucleosome.occupied	18	0.225
6065	TFBS_15528	Accessible	50	0.33112582781457
6066	TFBS_15528	Bound	55	0.364238410596026
6067	TFBS_15528	Nucleosome.occupied	46	0.304635761589404
6068	TFBS_1553	Accessible	330	0.532258064516129
6069	TFBS_1553	Bound	219	0.353225806451613
6070	TFBS_1553	Nucleosome.occupied	71	0.114516129032258
6071	TFBS_15531	Accessible	208	0.7003367003367
6072	TFBS_15531	Bound	6	0.0202020202020202
6073	TFBS_15531	Nucleosome.occupied	83	0.279461279461279
6074	TFBS_15535	Accessible	78	0.322314049586777
6075	TFBS_15535	Bound	2	0.00826446280991736
6076	TFBS_15535	Nucleosome.occupied	162	0.669421487603306
6077	TFBS_1554	Accessible	243	0.667582417582418
6078	TFBS_1554	Bound	2	0.00549450549450549
6079	TFBS_1554	Nucleosome.occupied	119	0.326923076923077
6080	TFBS_15540	Accessible	213	0.377659574468085
6081	TFBS_15540	Bound	174	0.308510638297872
6082	TFBS_15540	Nucleosome.occupied	177	0.313829787234043
6083	TFBS_15542	Accessible	30	0.212765957446809
6084	TFBS_15542	Bound	75	0.531914893617021
6085	TFBS_15542	Nucleosome.occupied	36	0.25531914893617
6086	TFBS_15543	Accessible	74	0.28030303030303
6087	TFBS_15543	Bound	16	0.0606060606060606
6088	TFBS_15543	Nucleosome.occupied	174	0.659090909090909
6089	TFBS_1555	Accessible	111	0.297587131367292
6090	TFBS_1555	Bound	1	0.00268096514745308
6091	TFBS_1555	Nucleosome.occupied	261	0.699731903485255
6092	TFBS_15554	Accessible	75	0.25
6093	TFBS_15554	Bound	114	0.38
6094	TFBS_15554	Nucleosome.occupied	111	0.37
6095	TFBS_15557	Accessible	67	0.582608695652174
6096	TFBS_15557	Bound	1	0.00869565217391304
6097	TFBS_15557	Nucleosome.occupied	47	0.408695652173913
6098	TFBS_15560	Accessible	1	0.00555555555555556
6099	TFBS_15560	Nucleosome.occupied	179	0.994444444444444
6100	TFBS_15568	Accessible	242	0.605
6101	TFBS_15568	Bound	12	0.03
6102	TFBS_15568	Nucleosome.occupied	146	0.365
6103	TFBS_15573	Accessible	356	0.516690856313498
6104	TFBS_15573	Bound	219	0.317851959361393
6105	TFBS_15573	Nucleosome.occupied	114	0.165457184325109
6106	TFBS_15579	Accessible	153	0.314814814814815
6107	TFBS_15579	Bound	268	0.551440329218107
6108	TFBS_15579	Nucleosome.occupied	65	0.133744855967078
6109	TFBS_15584	Accessible	537	0.836448598130841
6110	TFBS_15584	Bound	29	0.0451713395638629
6111	TFBS_15584	Nucleosome.occupied	76	0.118380062305296
6112	TFBS_15589	Accessible	92	0.252747252747253
6113	TFBS_15589	Bound	94	0.258241758241758
6114	TFBS_15589	Nucleosome.occupied	178	0.489010989010989
6115	TFBS_15594	Accessible	83	0.236467236467236
6116	TFBS_15594	Bound	9	0.0256410256410256
6117	TFBS_15594	Nucleosome.occupied	259	0.737891737891738
6118	TFBS_15595	Accessible	83	0.251515151515152
6119	TFBS_15595	Bound	8	0.0242424242424242
6120	TFBS_15595	Nucleosome.occupied	239	0.724242424242424
6121	TFBS_1560	Accessible	77	0.157464212678937
6122	TFBS_1560	Bound	330	0.674846625766871
6123	TFBS_1560	Nucleosome.occupied	82	0.167689161554192
6124	TFBS_15600	Accessible	225	0.694444444444444
6125	TFBS_15600	Bound	23	0.0709876543209877
6126	TFBS_15600	Nucleosome.occupied	76	0.234567901234568
6127	TFBS_15604	Accessible	340	0.655105973025048
6128	TFBS_15604	Bound	123	0.236994219653179
6129	TFBS_15604	Nucleosome.occupied	56	0.107899807321773
6130	TFBS_15605	Accessible	37	0.330357142857143
6131	TFBS_15605	Bound	44	0.392857142857143
6132	TFBS_15605	Nucleosome.occupied	31	0.276785714285714
6133	TFBS_15611	Accessible	66	0.415094339622642
6134	TFBS_15611	Bound	46	0.289308176100629
6135	TFBS_15611	Nucleosome.occupied	47	0.29559748427673
6136	TFBS_15618	Accessible	114	0.387755102040816
6137	TFBS_15618	Bound	20	0.0680272108843537
6138	TFBS_15618	Nucleosome.occupied	160	0.54421768707483
6139	TFBS_15620	Accessible	78	0.408376963350785
6140	TFBS_15620	Bound	15	0.0785340314136126
6141	TFBS_15620	Nucleosome.occupied	98	0.513089005235602
6142	TFBS_15625	Accessible	34	0.162679425837321
6143	TFBS_15625	Bound	93	0.444976076555024
6144	TFBS_15625	Nucleosome.occupied	82	0.392344497607655
6145	TFBS_15628	Accessible	52	0.388059701492537
6146	TFBS_15628	Bound	65	0.485074626865672
6147	TFBS_15628	Nucleosome.occupied	17	0.126865671641791
6148	TFBS_15630	Accessible	84	0.275409836065574
6149	TFBS_15630	Bound	72	0.236065573770492
6150	TFBS_15630	Nucleosome.occupied	149	0.488524590163934
6151	TFBS_15631	Accessible	84	0.466666666666667
6152	TFBS_15631	Bound	27	0.15
6153	TFBS_15631	Nucleosome.occupied	69	0.383333333333333
6154	TFBS_15632	Accessible	101	0.334437086092715
6155	TFBS_15632	Bound	138	0.456953642384106
6156	TFBS_15632	Nucleosome.occupied	63	0.208609271523179
6157	TFBS_15633	Accessible	102	0.25
6158	TFBS_15633	Bound	149	0.365196078431373
6159	TFBS_15633	Nucleosome.occupied	157	0.384803921568627
6160	TFBS_15637	Accessible	153	0.440922190201729
6161	TFBS_15637	Bound	88	0.253602305475504
6162	TFBS_15637	Nucleosome.occupied	106	0.305475504322767
6163	TFBS_15639	Accessible	210	0.286103542234332
6164	TFBS_15639	Bound	117	0.159400544959128
6165	TFBS_15639	Nucleosome.occupied	407	0.55449591280654
6166	TFBS_1564	Accessible	41	0.305970149253731
6167	TFBS_1564	Bound	45	0.335820895522388
6168	TFBS_1564	Nucleosome.occupied	48	0.358208955223881
6169	TFBS_1565	Accessible	88	0.42512077294686
6170	TFBS_1565	Bound	37	0.178743961352657
6171	TFBS_1565	Nucleosome.occupied	82	0.396135265700483
6172	TFBS_15652	Accessible	83	0.273927392739274
6173	TFBS_15652	Bound	169	0.557755775577558
6174	TFBS_15652	Nucleosome.occupied	51	0.168316831683168
6175	TFBS_15656	Accessible	155	0.511551155115512
6176	TFBS_15656	Bound	17	0.0561056105610561
6177	TFBS_15656	Nucleosome.occupied	131	0.432343234323432
6178	TFBS_15657	Accessible	42	0.269230769230769
6179	TFBS_15657	Bound	15	0.0961538461538462
6180	TFBS_15657	Nucleosome.occupied	99	0.634615384615385
6181	TFBS_15658	Accessible	33	0.362637362637363
6182	TFBS_15658	Bound	8	0.0879120879120879
6183	TFBS_15658	Nucleosome.occupied	50	0.549450549450549
6184	TFBS_15659	Accessible	54	0.301675977653631
6185	TFBS_15659	Bound	86	0.480446927374302
6186	TFBS_15659	Nucleosome.occupied	39	0.217877094972067
6187	TFBS_15663	Accessible	1	0.0277777777777778
6188	TFBS_15663	Bound	11	0.305555555555556
6189	TFBS_15663	Nucleosome.occupied	24	0.666666666666667
6190	TFBS_15670	Accessible	5	0.217391304347826
6191	TFBS_15670	Nucleosome.occupied	18	0.782608695652174
6192	TFBS_15678	Accessible	100	0.628930817610063
6193	TFBS_15678	Bound	25	0.157232704402516
6194	TFBS_15678	Nucleosome.occupied	34	0.213836477987421
6195	TFBS_1568	Accessible	40	0.193236714975845
6196	TFBS_1568	Bound	150	0.72463768115942
6197	TFBS_1568	Nucleosome.occupied	17	0.0821256038647343
6198	TFBS_15682	Accessible	250	0.574712643678161
6199	TFBS_15682	Nucleosome.occupied	185	0.425287356321839
6200	TFBS_15684	Accessible	98	0.675862068965517
6201	TFBS_15684	Bound	5	0.0344827586206897
6202	TFBS_15684	Nucleosome.occupied	42	0.289655172413793
6203	TFBS_15685	Accessible	143	0.807909604519774
6204	TFBS_15685	Bound	10	0.0564971751412429
6205	TFBS_15685	Nucleosome.occupied	24	0.135593220338983
6206	TFBS_15686	Accessible	30	0.148514851485149
6207	TFBS_15686	Bound	112	0.554455445544555
6208	TFBS_15686	Nucleosome.occupied	60	0.297029702970297
6209	TFBS_15687	Accessible	123	0.274553571428571
6210	TFBS_15687	Bound	267	0.595982142857143
6211	TFBS_15687	Nucleosome.occupied	58	0.129464285714286
6212	TFBS_15688	Accessible	63	0.67741935483871
6213	TFBS_15688	Nucleosome.occupied	30	0.32258064516129
6214	TFBS_15690	Accessible	66	0.143790849673203
6215	TFBS_15690	Bound	315	0.686274509803922
6216	TFBS_15690	Nucleosome.occupied	78	0.169934640522876
6217	TFBS_15697	Accessible	229	0.196397941680961
6218	TFBS_15697	Bound	45	0.0385934819897084
6219	TFBS_15697	Nucleosome.occupied	892	0.765008576329331
6220	TFBS_15702	Accessible	55	0.404411764705882
6221	TFBS_15702	Bound	57	0.419117647058824
6222	TFBS_15702	Nucleosome.occupied	24	0.176470588235294
6223	TFBS_15707	Accessible	122	0.300492610837438
6224	TFBS_15707	Bound	27	0.0665024630541872
6225	TFBS_15707	Nucleosome.occupied	257	0.633004926108374
6226	TFBS_15708	Accessible	113	0.715189873417722
6227	TFBS_15708	Bound	25	0.158227848101266
6228	TFBS_15708	Nucleosome.occupied	20	0.126582278481013
6229	TFBS_15711	Accessible	217	0.34887459807074
6230	TFBS_15711	Bound	48	0.0771704180064309
6231	TFBS_15711	Nucleosome.occupied	357	0.57395498392283
6232	TFBS_15714	Accessible	32	0.744186046511628
6233	TFBS_15714	Bound	2	0.0465116279069767
6234	TFBS_15714	Nucleosome.occupied	9	0.209302325581395
6235	TFBS_15715	Accessible	26	0.565217391304348
6236	TFBS_15715	Bound	14	0.304347826086957
6237	TFBS_15715	Nucleosome.occupied	6	0.130434782608696
6238	TFBS_15716	Accessible	24	0.631578947368421
6239	TFBS_15716	Bound	6	0.157894736842105
6240	TFBS_15716	Nucleosome.occupied	8	0.210526315789474
6241	TFBS_15719	Accessible	131	0.541322314049587
6242	TFBS_15719	Bound	57	0.235537190082645
6243	TFBS_15719	Nucleosome.occupied	54	0.223140495867769
6244	TFBS_15721	Accessible	135	0.489130434782609
6245	TFBS_15721	Bound	59	0.213768115942029
6246	TFBS_15721	Nucleosome.occupied	82	0.297101449275362
6247	TFBS_15722	Accessible	8	0.148148148148148
6248	TFBS_15722	Bound	22	0.407407407407407
6249	TFBS_15722	Nucleosome.occupied	24	0.444444444444444
6250	TFBS_15723	Accessible	11	0.261904761904762
6251	TFBS_15723	Bound	12	0.285714285714286
6252	TFBS_15723	Nucleosome.occupied	19	0.452380952380952
6253	TFBS_15724	Accessible	118	0.171761280931587
6254	TFBS_15724	Bound	493	0.717612809315866
6255	TFBS_15724	Nucleosome.occupied	76	0.110625909752547
6256	TFBS_15730	Accessible	51	0.515151515151515
6257	TFBS_15730	Bound	36	0.363636363636364
6258	TFBS_15730	Nucleosome.occupied	12	0.121212121212121
6259	TFBS_15732	Accessible	34	0.0712788259958071
6260	TFBS_15732	Bound	14	0.0293501048218029
6261	TFBS_15732	Nucleosome.occupied	429	0.89937106918239
6262	TFBS_15733	Accessible	12	0.235294117647059
6263	TFBS_15733	Bound	35	0.686274509803922
6264	TFBS_15733	Nucleosome.occupied	4	0.0784313725490196
6265	TFBS_15734	Accessible	5	0.185185185185185
6266	TFBS_15734	Bound	20	0.740740740740741
6267	TFBS_15734	Nucleosome.occupied	2	0.0740740740740741
6268	TFBS_15735	Accessible	15	0.0980392156862745
6269	TFBS_15735	Bound	22	0.143790849673203
6270	TFBS_15735	Nucleosome.occupied	116	0.758169934640523
6271	TFBS_15736	Accessible	38	0.155102040816327
6272	TFBS_15736	Bound	168	0.685714285714286
6273	TFBS_15736	Nucleosome.occupied	39	0.159183673469388
6274	TFBS_15739	Accessible	94	0.249336870026525
6275	TFBS_15739	Bound	1	0.0026525198938992
6276	TFBS_15739	Nucleosome.occupied	282	0.748010610079576
6277	TFBS_15742	Accessible	30	0.103092783505155
6278	TFBS_15742	Bound	230	0.790378006872852
6279	TFBS_15742	Nucleosome.occupied	31	0.106529209621993
6280	TFBS_15745	Accessible	20	0.273972602739726
6281	TFBS_15745	Bound	35	0.479452054794521
6282	TFBS_15745	Nucleosome.occupied	18	0.246575342465753
6283	TFBS_15749	Accessible	65	0.245283018867925
6284	TFBS_15749	Bound	114	0.430188679245283
6285	TFBS_15749	Nucleosome.occupied	86	0.324528301886792
6286	TFBS_15756	Accessible	124	0.441281138790036
6287	TFBS_15756	Bound	13	0.0462633451957295
6288	TFBS_15756	Nucleosome.occupied	144	0.512455516014235
6289	TFBS_15761	Accessible	116	0.276190476190476
6290	TFBS_15761	Bound	244	0.580952380952381
6291	TFBS_15761	Nucleosome.occupied	60	0.142857142857143
6292	TFBS_15763	Accessible	267	0.551652892561983
6293	TFBS_15763	Bound	41	0.0847107438016529
6294	TFBS_15763	Nucleosome.occupied	176	0.363636363636364
6295	TFBS_15769	Accessible	4	0.114285714285714
6296	TFBS_15769	Bound	23	0.657142857142857
6297	TFBS_15769	Nucleosome.occupied	8	0.228571428571429
6298	TFBS_15770	Accessible	74	0.158798283261803
6299	TFBS_15770	Bound	319	0.684549356223176
6300	TFBS_15770	Nucleosome.occupied	73	0.156652360515021
6301	TFBS_15773	Accessible	57	0.730769230769231
6302	TFBS_15773	Bound	15	0.192307692307692
6303	TFBS_15773	Nucleosome.occupied	6	0.0769230769230769
6304	TFBS_15775	Accessible	360	0.807174887892377
6305	TFBS_15775	Bound	11	0.0246636771300448
6306	TFBS_15775	Nucleosome.occupied	75	0.168161434977578
6307	TFBS_15781	Accessible	48	0.253968253968254
6308	TFBS_15781	Bound	1	0.00529100529100529
6309	TFBS_15781	Nucleosome.occupied	140	0.740740740740741
6310	TFBS_15784	Accessible	39	0.40625
6311	TFBS_15784	Bound	27	0.28125
6312	TFBS_15784	Nucleosome.occupied	30	0.3125
6313	TFBS_15785	Accessible	41	0.294964028776978
6314	TFBS_15785	Bound	13	0.0935251798561151
6315	TFBS_15785	Nucleosome.occupied	85	0.611510791366906
6316	TFBS_15786	Accessible	204	0.61631419939577
6317	TFBS_15786	Bound	27	0.081570996978852
6318	TFBS_15786	Nucleosome.occupied	100	0.302114803625378
6319	TFBS_15788	Accessible	102	0.185117967332123
6320	TFBS_15788	Bound	228	0.413793103448276
6321	TFBS_15788	Nucleosome.occupied	221	0.401088929219601
6322	TFBS_15789	Accessible	11	0.275
6323	TFBS_15789	Bound	29	0.725
6324	TFBS_15790	Accessible	177	0.67816091954023
6325	TFBS_15790	Bound	4	0.0153256704980843
6326	TFBS_15790	Nucleosome.occupied	80	0.306513409961686
6327	TFBS_15791	Accessible	56	0.299465240641711
6328	TFBS_15791	Bound	89	0.475935828877005
